,companyshortname,epsactual,epsestimate,epssurprisepct,gmtOffsetMilliSeconds,quoteType,startdatetime,startdatetimetype,ticker
30741,Focus Financial Partners Inc,0.62,0.58,6.9,0,EQUITY,2019-11-07T12:00:02.000Z,TAS,FOCS
30742,Unique Fabricating Inc,,0.09,,0,EQUITY,2019-11-07T14:00:00.000Z,TAS,UFAB
30743,Nomad Foods Ltd,0.28,0.26,7.69,0,EQUITY,2019-11-07T13:30:00.000Z,BMO,NOMD
30744,Forestar Group Inc,0.29,0.09,222.22,0,EQUITY,2019-11-07T11:55:00.000Z,TAS,FOR
30745,WhiteHorse Finance Inc,0.4,0.35,14.29,0,EQUITY,2019-11-07T13:00:01.000Z,TAS,WHF
30746,Hallmark Financial Services Inc,0.35,0.33,6.06,0,EQUITY,2019-11-07T21:05:09.000Z,TAS,HALL
30747,FGL Holdings Inc,0.36,0.33,9.09,0,EQUITY,2019-11-07T14:00:00.000Z,TAS,FG
30748,Fastly Inc,-0.09,-0.13,30.77,0,EQUITY,2019-11-07T22:00:00.000Z,TAS,FSLY
30749,Fastly Inc,-0.09,-0.13,30.77,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,FSLY
30750,TreeHouse Foods Inc,0.55,0.58,-5.17,0,EQUITY,2019-11-07T11:55:03.000Z,TAS,THS
30751,One Group Hospitality Inc,0.02,0.02,0.0,0,EQUITY,2019-11-07T21:30:00.000Z,TAS,STKS
30752,One Group Hospitality Inc,0.02,0.02,0.0,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,STKS
30753,James River Group Holdings Ltd,-0.73,-0.93,21.51,0,EQUITY,2019-11-07T13:00:00.000Z,TAS,JRVR
30754,GrafTech International Ltd,0.61,0.62,-1.61,0,EQUITY,2019-11-07T15:00:00.000Z,TAS,EAF
30755,Revolve Group Inc,0.13,0.11,18.18,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,RVLV
30756,Gogo Inc,-0.28,-0.56,50.0,0,EQUITY,2019-11-07T11:30:07.000Z,TAS,GOGO
30757,Geovax Labs Inc,,,,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,GOVXD
30758,Gray Television Inc,0.46,0.31,48.39,0,EQUITY,2019-11-07T11:00:02.000Z,TAS,GTN
30759,Zillow Group Inc,-0.12,-0.2,40.0,0,EQUITY,2019-11-07T21:05:05.000Z,TAS,ZG
30760,Guardant Health Inc,-0.14,-0.37,62.16,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,GH
30761,Leaf Group Ltd,-0.17,-0.19,10.53,0,EQUITY,2019-11-07T21:05:03.000Z,TAS,LEAF
30762,Meet Group Inc,0.13,0.12,8.33,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,MEET
30763,Triumph Group Inc,0.64,0.6,6.67,0,EQUITY,2019-11-07T11:00:20.000Z,TAS,TGI
30764,NV5 Global Inc,0.78,1.02,-23.53,0,EQUITY,2019-11-07T21:30:00.000Z,TAS,NVEE
30765,NV5 Global Inc,0.78,1.02,-23.53,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,NVEE
30766,Genesis Healthcare Inc,0.4,-0.12,433.33,0,EQUITY,2019-11-07T11:00:01.000Z,TAS,GEN
30767,Natural Gas Services Group Inc,0.1,0.03,233.33,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,NGS
30768,GeoPark Ltd,0.13,0.37,-64.86,0,EQUITY,2019-11-07T15:00:00.000Z,TAS,GPRK
30769,National Western Life Group Inc,,,,0,EQUITY,2019-11-07T22:00:05.000Z,TAS,NWLI
30770,PRA Group Inc,0.55,0.46,19.57,0,EQUITY,2019-11-07T21:05:08.000Z,TAS,PRAA
30771,GoPro Inc,-0.42,-0.48,12.5,0,EQUITY,2019-11-07T21:05:11.000Z,TAS,GPRO
30772,Uniti Group Inc,-0.1,0.0,,0,EQUITY,2019-11-07T21:05:02.000Z,TAS,UNIT
30773,Gty Technology Holdings Inc,-0.07,-0.09,22.22,0,EQUITY,2019-11-07T13:30:00.000Z,TAS,GTYH
30774,Gty Technology Holdings Inc,-0.07,-0.09,22.22,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,GTYH
30775,Genpact Ltd,0.56,0.52,7.69,0,EQUITY,2019-11-07T21:30:00.000Z,TAS,G
30776,Genpact Ltd,0.56,0.52,7.69,0,EQUITY,2019-11-07T21:01:11.000Z,TAS,G
30777,Global Partners LP,0.38,0.2,90.0,0,EQUITY,2019-11-07T13:00:01.000Z,TAS,GLP
30778,GlycoMimetics Inc,-0.31,-0.39,20.51,0,EQUITY,2019-11-07T13:30:00.000Z,TAS,GLYC
30779,GlycoMimetics Inc,-0.31,-0.39,20.51,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,GLYC
30780,Koppers Holdings Inc,1.24,0.97,27.84,0,EQUITY,2019-11-07T13:00:09.000Z,TAS,KOP
30781,MeiraGTx Holdings PLC,-0.3,-0.52,42.31,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,MGTX
30782,Interxion Holding NV,0.31,0.14,121.43,0,EQUITY,2019-11-07T12:50:00.000Z,TAS,INXN
30783,Himax Technologies Inc,-0.04,-0.04,0.0,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,HIMX
30784,Tronox Holdings PLC,0.21,0.15,40.0,0,EQUITY,2019-11-07T21:00:00.000Z,AMC,TROX
30785,Lazydays Holdings Inc,-0.41,-0.11,-272.73,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,LAZY
30786,Tabula Rasa HealthCare Inc,0.22,0.17,29.41,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,TRHC
30787,KushCo Holdings Inc,-0.13,-0.12,-8.33,0,EQUITY,2019-11-07T21:30:00.000Z,TAS,KSHB
30788,National Health Investors Inc,0.97,0.95,2.11,0,EQUITY,2019-11-07T11:00:00.000Z,TAS,NHI
30789,Windstream Holdings Inc,-2.21,-1.65,-33.94,0,EQUITY,2019-11-07T13:30:00.000Z,TAS,WINMQ
30790,Xtant Medical Holdings Inc,-0.14,-0.28,50.0,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,XTNT
30791,Huntington Ingalls Industries Inc,3.74,3.63,3.03,0,EQUITY,2019-11-07T12:15:00.000Z,TAS,HII
30792,Senior Housing Properties Trust,,,,0,EQUITY,2019-11-07T12:00:01.000Z,TAS,SNHNL
30793,National Vision Holdings Inc,0.18,0.12,50.0,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,EYE
30794,Impac Mortgage Holdings Inc,0.37,0.9,-58.89,0,EQUITY,2019-11-07T21:05:00.000Z,TAS,IMH
30795,Nielsen Holdings PLC,0.51,0.42,21.43,0,EQUITY,2019-11-07T11:19:47.000Z,TAS,NLSN
30796,Waitr Holdings Inc,-2.89,-0.26,-1011.54,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,WTRH
30797,Rimini Street Inc,0.1,0.05,100.0,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,RMNI
30798,Natures Sunshine Products Inc,,,,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,NATR
30799,Sientra Inc,-0.45,-0.47,4.26,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,SIEN
30800,Livexlive Media Inc,-0.19,-0.19,0.0,0,EQUITY,2019-11-07T12:00:08.000Z,TAS,LIVX
30801,Syndax Pharmaceuticals Inc,-0.41,-0.47,12.77,0,EQUITY,2019-11-07T21:05:15.000Z,TAS,SNDX
30802,UMH Properties Inc,0.14,-0.06,333.33,0,EQUITY,2019-11-07T21:30:00.000Z,TAS,UMH
30803,MYOS RENS Technology Inc,,-0.13,,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,MYOS
30804,Rocket Pharmaceuticals Inc,-0.38,-0.49,22.45,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,RCKT
30805,Identiv Inc,0.05,0.02,150.0,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,INVE
30806,Wolverine World Wide Inc,0.68,0.62,9.68,0,EQUITY,2019-11-07T11:30:00.000Z,TAS,WWW
30807,One Stop Systems Inc,0.03,0.02,50.0,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,OSS
30808,Telenav Inc,-0.01,-0.05,80.0,0,EQUITY,2019-11-07T21:01:00.000Z,TAS,TNAV
30809,LightPath Technologies Inc,-0.05,-0.01,-400.0,0,EQUITY,2019-11-07T21:30:00.000Z,TAS,LPTH
30810,Manitex International Inc,0.0,0.09,-100.0,0,EQUITY,2019-11-07T21:30:00.000Z,TAS,MNTX
30811,Jounce Therapeutics Inc,2.9,2.24,29.46,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,JNCE
30812,Safeguard Scientifics Inc,-0.12,-0.54,77.78,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,SFE
30813,Inflarx NV,-0.62,-0.56,-10.71,0,EQUITY,2019-11-07T13:00:00.000Z,TAS,IFRX
30814,Yelp Inc,0.14,0.19,-26.32,0,EQUITY,2019-11-07T21:05:00.000Z,TAS,YELP
30815,Stamps.Com Inc,1.12,0.7,60.0,0,EQUITY,2019-11-07T21:30:00.000Z,TAS,STMP
30816,Rockwell Medical Inc,-0.12,-0.16,25.0,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,RMTI
30817,Nautilus Inc,-0.36,-0.04,-800.0,0,EQUITY,2019-11-07T21:05:00.000Z,TAS,NLS
30818,U.S. Physical Therapy Inc,0.71,0.71,0.0,0,EQUITY,2019-11-07T15:30:00.000Z,TAS,USPH
30819,Penumbra Inc,0.25,0.16,56.25,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,PEN
30820,U.S. Physical Therapy Inc,0.71,0.71,0.0,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,USPH
30821,Tradeweb Markets Inc,0.27,0.25,8.0,0,EQUITY,2019-11-07T13:30:00.000Z,TAS,TW
30822,Tradeweb Markets Inc,0.27,0.25,8.0,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,TW
30823,Marcus & Millichap Inc,0.49,0.49,0.0,0,EQUITY,2019-11-07T21:05:01.000Z,TAS,MMI
30824,Plug Power Inc,-0.09,-0.08,-12.5,0,EQUITY,2019-11-07T12:03:12.000Z,TAS,PLUG
30825,SharpSpring Inc,-0.2,-0.2,0.0,0,EQUITY,2019-11-07T21:30:00.000Z,TAS,SHSP
30826,SharpSpring Inc,-0.2,-0.2,0.0,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,SHSP
30827,Shockwave Medical Inc,-0.46,-0.51,9.8,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,SWAV
30828,Nova Measuring Instruments Ltd,0.4,0.28,42.86,0,EQUITY,2019-11-07T11:30:00.000Z,BMO,NVMI
30829,Nanthealth Inc,-0.07,-0.03,-133.33,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,NH
30830,Synaptics Inc,1.22,0.73,67.12,0,EQUITY,2019-11-07T18:50:00.000Z,TAS,SYNA
30831,Spectrum Pharmaceuticals Inc,-0.23,-0.41,43.9,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,SPPI
30832,Tiptree Inc,,,,0,EQUITY,2019-11-07T14:00:00.000Z,TAS,TIPT
30833,X4 Pharmaceuticals Inc,-1.22,-1.07,-14.02,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,XFOR
30834,Resideo Technologies Inc,0.19,0.2,-5.0,0,EQUITY,2019-11-07T13:30:00.000Z,TAS,REZI
30835,Stemline Therapeutics Inc,-0.34,-0.45,24.44,0,EQUITY,2019-11-07T21:57:35.000Z,TAS,STML
30836,PetIQ Inc,0.53,0.35,51.43,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,PETQ
30837,Mitek Systems Inc,0.21,0.18,16.67,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,MITK
30838,iHeartMedia Inc,0.08,0.57,-85.96,0,EQUITY,2019-11-07T12:00:01.000Z,TAS,IHRT
30839,Oncternal Therapeutics Inc,,,,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,ONCT
30840,SilverBow Resources Inc,2.18,1.81,20.44,0,EQUITY,2019-11-07T15:00:00.000Z,TAS,SBOW
30841,JAKKS Pacific Inc,0.76,0.44,72.73,0,EQUITY,2019-11-07T11:00:00.000Z,TAS,JAKK
30842,Kala Pharmaceuticals Inc,-0.68,-0.67,-1.49,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,KALA
30843,miRagen Therapeutics Inc,-0.36,-0.3,-20.0,0,EQUITY,2019-11-07T21:30:00.000Z,TAS,MGEN
30844,PGT Innovations Inc,0.26,0.28,-7.14,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,PGTI
30845,Proteostasis Therapeutics Inc,-0.25,-0.4,37.5,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,PTI
30846,PGT Innovations Inc,0.26,0.28,-7.14,0,EQUITY,2019-11-07T15:30:00.000Z,TAS,PGTI
30847,Resideo Technologies Inc,0.19,0.2,-5.0,0,EQUITY,2019-11-07T13:30:00.000Z,TAS,REZI
30848,miRagen Therapeutics Inc,-0.36,-0.3,-20.0,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,MGEN
30849,Pyxus International Inc,,,,0,EQUITY,2019-11-07T22:30:00.000Z,TAS,PYX
30850,Perficient Inc,0.56,0.52,7.69,0,EQUITY,2019-11-07T16:00:00.000Z,TAS,PRFT
30851,Perficient Inc,0.56,0.52,7.69,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,PRFT
30852,Tetra Technologies Inc,-0.02,0.0,,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,TTI
30853,Pyxus International Inc,,,,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,PYX
30854,NN Inc,0.27,0.29,-6.9,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,NNBR
30855,Matson Inc,0.84,0.83,1.2,0,EQUITY,2019-11-07T21:11:27.000Z,TAS,MATX
30856,Scorpio Tankers Inc,-0.92,-0.83,-10.84,0,EQUITY,2019-11-07T10:52:43.000Z,TAS,STNG
30857,Riviera Resources Inc,-2.13,-0.03,-7000.0,0,EQUITY,2019-11-07T16:00:00.000Z,TAS,RVRA
30858,Rosehill Resources Inc,,,,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,ROSEU
30859,Kronos Worldwide Inc,0.16,0.19,-15.79,0,EQUITY,2019-11-07T21:15:01.000Z,TAS,KRO
30860,NovaBay Pharmaceuticals Inc,-0.01,-0.08,87.5,0,EQUITY,2019-11-07T21:05:00.000Z,TAS,NBY
30861,Red Violet Inc,,,,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,RDVT
30862,NL Industries Inc,-0.03,0.22,-113.64,0,EQUITY,2019-11-07T21:20:00.000Z,TAS,NL
30863,SVMK Inc,0.0,-0.05,100.0,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,SVMK
30864,IT Tech Packaging Inc,,,,0,EQUITY,2019-11-07T16:52:05.000Z,TAS,ITP
30865,Marin Software Inc,,,,0,EQUITY,2019-11-07T21:35:05.000Z,TAS,MRIN
30866,Vista Outdoor Inc,0.0,-0.1,100.0,0,EQUITY,2019-11-07T11:55:09.000Z,TAS,VSTO
30867,Sarepta Therapeutics Inc,-1.7,-1.35,-25.93,0,EQUITY,2019-11-07T21:05:07.000Z,TAS,SRPT
30868,ZIOPHARM Oncology Inc,-0.43,-0.09,-377.78,0,EQUITY,2019-11-07T21:30:00.000Z,TAS,ZIOP
30869,ZIOPHARM Oncology Inc,-0.43,-0.09,-377.78,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,ZIOP
30870,Viveve Medical Inc,-13.51,-16.0,15.56,0,EQUITY,2019-11-07T22:00:00.000Z,TAS,VIVE
30871,InnerWorkings Inc,0.05,0.06,-16.67,0,EQUITY,2019-11-07T21:15:00.000Z,TAS,INWK
30872,NortonLifeLock Inc,0.18,0.41,-56.1,0,EQUITY,2019-11-07T21:15:00.000Z,TAS,NLOK
30873,TrueCar Inc,0.0,-0.03,100.0,0,EQUITY,2019-11-07T21:03:00.000Z,TAS,TRUE
30874,Lexicon Pharmaceuticals Inc,1.95,0.73,167.12,0,EQUITY,2019-11-07T12:00:04.000Z,TAS,LXRX
30875,InspireMD Inc,-1.26,-1.35,6.67,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,NSPR
30876,Miller Industries Inc,,,,0,EQUITY,2019-11-07T15:00:00.000Z,TAS,MLR
30877,Urban One Inc,,,,0,EQUITY,2019-11-07T11:45:11.000Z,TAS,UONEK
30878,Zoetis Inc,0.94,0.88,6.82,0,EQUITY,2019-11-07T12:00:01.000Z,TAS,ZTS
30879,MSG Networks Inc,0.57,0.6,-5.0,0,EQUITY,2019-11-07T12:30:01.000Z,TAS,MSGN
30880,Intellicheck Inc,-0.04,-0.06,33.33,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,IDN
30881,Westwater Resources Inc,,,,0,EQUITY,2019-11-07T14:00:03.000Z,TAS,WWR
30882,Switch Inc,0.02,0.04,-50.0,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,SWCH
30883,Zogenix Inc,-6.75,-1.02,-561.76,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,ZGNX
30884,Pegasystems Inc,-0.23,-0.05,-360.0,0,EQUITY,2019-11-07T21:05:03.000Z,TAS,PEGA
30885,Nelnet Inc,0.94,1.35,-30.37,0,EQUITY,2019-11-07T21:15:16.000Z,TAS,NNI
30886,Ubiquiti Networks Inc,,1.25,,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,UBNT
30887,Take-Two Interactive Software Inc,1.93,1.69,14.2,0,EQUITY,2019-11-07T21:05:01.000Z,TAS,TTWO
30888,Quinstreet Inc,0.12,0.15,-20.0,0,EQUITY,2019-11-07T21:15:13.000Z,TAS,QNST
30889,Peerstream Inc,,,,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,PEER
30890,Novavax Inc,-0.74,-0.98,24.49,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,NVAX
30891,PlayAGS Inc,-0.16,0.02,-900.0,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,AGS
30892,Plymouth Industrial REIT Inc,,,,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,PLYM
30893,Titan International Inc,-0.33,-0.06,-450.0,0,EQUITY,2019-11-07T10:59:04.000Z,TAS,TWI
30894,Sandridge Mississippian Trust II,,,,0,EQUITY,2019-11-07T21:20:00.000Z,TAS,SDRMU
30895,Medifast Inc,1.32,1.34,-1.49,0,EQUITY,2019-11-07T21:05:12.000Z,TAS,MED
30896,Trovagene Inc,-0.71,-0.84,15.48,0,EQUITY,2019-11-07T21:20:07.000Z,TAS,TROV
30897,PCTEL Inc,0.14,0.12,16.67,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,PCTI
30898,Upland Software Inc,0.52,0.57,-8.77,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,UPLD
30899,Savara Inc,-0.3,-0.4,25.0,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,SVRA
30900,Savara Inc,-0.3,-0.4,25.0,0,EQUITY,2019-11-07T21:30:00.000Z,TAS,SVRA
30901,Mettler-Toledo International Inc,5.77,5.71,1.05,0,EQUITY,2019-11-07T21:10:03.000Z,TAS,MTD
30902,LivePerson Inc,-0.18,-0.06,-200.0,0,EQUITY,2019-11-07T21:05:08.000Z,TAS,LPSN
30903,Tegna Inc,0.27,0.26,3.85,0,EQUITY,2019-11-07T12:30:00.000Z,TAS,TGNA
30904,ViaSat Inc,0.05,-0.12,141.67,0,EQUITY,2019-11-07T21:05:06.000Z,TAS,VSAT
30905,VistaGen Therapeutics Inc,-0.13,-0.13,0.0,0,EQUITY,2019-11-07T15:59:00.000Z,TNS,VTGN
30906,International Seaways Inc,-0.38,-0.37,-2.7,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,INSW
30907,Kimbell Royalty Partners LP,-0.73,0.02,-3750.0,0,EQUITY,2019-11-07T16:00:00.000Z,TAS,KRP
30908,Kimbell Royalty Partners LP,-0.73,0.02,-3750.0,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,KRP
30909,Noble Midstream Partners LP,0.88,0.91,-3.3,0,EQUITY,2019-11-07T11:50:00.000Z,TAS,NBLX
30910,Mimecast Ltd,0.13,0.1,30.0,0,EQUITY,2019-11-07T21:10:01.000Z,TAS,MIME
30911,RLJ Lodging Trust,0.15,0.12,25.0,0,EQUITY,2019-11-07T21:30:01.000Z,TAS,RLJ
30912,Radcom Ltd,-0.07,-0.06,-16.67,0,EQUITY,2019-11-07T12:00:14.000Z,TAS,RDCM
30913,TC PipeLines LP,0.76,0.73,4.11,0,EQUITY,2019-11-07T12:30:01.000Z,TAS,TCP
30914,StoneMor Partners LP,,,,0,EQUITY,2019-11-07T18:30:00.000Z,BMO,STON
30915,Sprague Resources LP,-0.43,-0.48,10.42,0,EQUITY,2019-11-07T11:00:00.000Z,TAS,SRLP
30916,Pangaea Logistics Solutions Ltd,0.19,0.29,-34.48,0,EQUITY,2019-11-08T02:00:00.000Z,AMC,PANL
30917,Teekay Offshore Partners LP,,,,0,EQUITY,2019-11-07T06:00:00.000Z,TAS,TOO
30918,Obseva SA,-0.63,-0.82,23.17,0,EQUITY,2019-11-07T13:00:00.000Z,TAS,OBSV
30919,Obseva SA,-0.63,-0.82,23.17,0,EQUITY,2019-11-07T12:30:00.000Z,BMO,OBSV
30920,SandRidge Permian Trust,,,,0,EQUITY,2019-11-07T21:06:00.000Z,TAS,PER
30921,RiceBran Technologies,-0.1,-0.09,-11.11,0,EQUITY,2019-11-07T21:15:13.000Z,TAS,RIBT
30922,22nd Century Group Inc,,,,0,EQUITY,2019-11-08T14:00:00.000Z,TAS,XXII
30923,Ameren Corp,1.47,1.45,1.38,0,EQUITY,2019-11-08T12:29:03.000Z,TAS,AEE
30924,AerCap Holdings NV,2.01,1.89,6.35,0,EQUITY,2019-11-08T12:00:05.000Z,TAS,AER
30925,Ares Commercial Real Estate Corp,0.34,0.33,3.03,0,EQUITY,2019-11-08T11:05:00.000Z,TAS,ACRE
30926,Axovant Gene Therapies Ltd,-0.61,-1.09,44.04,0,EQUITY,2019-11-08T13:00:00.000Z,TAS,AXGT
30927,AMCON Distributing Co,,,,0,EQUITY,2019-11-09T02:00:00.000Z,AMC,DIT
30928,AnaptysBio Inc,-1.15,-1.15,0.0,0,EQUITY,2019-11-08T18:30:00.000Z,BMO,ANAB
30929,Biospecifics Technologies Corp,0.85,0.75,13.33,0,EQUITY,2019-11-08T13:01:03.000Z,TAS,BSTC
30930,Provectus Biopharmaceuticals Inc,,,,0,EQUITY,2019-11-08T15:59:00.000Z,TNS,PVCT
30931,INmune Bio Inc,-0.28,-0.19,-47.37,0,EQUITY,2019-11-09T02:00:00.000Z,AMC,INMB
30932,Metropolitan Bank Holding Corp,0.9,0.78,15.38,0,EQUITY,2019-11-08T18:47:00.000Z,TAS,MCB
30933,Sequential Brands Group Inc,,-0.01,,0,EQUITY,2019-11-08T13:00:02.000Z,TAS,SQBG
30934,Selecta Biosciences Inc,-0.26,-0.33,21.21,0,EQUITY,2019-11-08T15:59:00.000Z,TNS,SELB
30935,Bancorp of New Jersey Inc,,,,0,EQUITY,2019-11-09T02:00:00.000Z,AMC,BKJ
30936,Greene County Bancorp Inc,,,,0,EQUITY,2019-11-08T18:30:00.000Z,BMO,GCBC
30937,Bottomline Technologies (DE) Inc,0.3,0.28,7.14,0,EQUITY,2019-11-08T12:30:00.000Z,TAS,EPAY
30938,HV Bancorp Inc,,,,0,EQUITY,2019-11-09T02:00:00.000Z,AMC,HVBC
30939,Sutro Biopharma Inc,-0.56,-0.65,13.85,0,EQUITY,2019-11-08T12:00:00.000Z,TAS,STRO
30940,DiamondRock Hospitality Co,0.07,0.11,-36.36,0,EQUITY,2019-11-08T12:30:10.000Z,TAS,DRH
30941,Colony Capital Inc,-1.16,-0.19,-510.53,0,EQUITY,2019-11-08T12:00:00.000Z,TAS,CLNY
30942,E. W. Scripps Co,-0.27,-0.12,-125.0,0,EQUITY,2019-11-08T12:30:12.000Z,TAS,SSP
30943,Red Lion Hotels Corp,-0.14,0.12,-216.67,0,EQUITY,2019-11-08T12:00:01.000Z,TAS,RLH
30944,Duke Energy Corp,1.79,1.67,7.19,0,EQUITY,2019-11-08T12:00:00.000Z,TAS,DUK
30945,Harvest Capital Credit Corp,0.18,0.18,0.0,0,EQUITY,2019-11-08T16:00:00.000Z,TAS,HCAP
30946,Harvest Capital Credit Corp,0.18,0.18,0.0,0,EQUITY,2019-11-08T18:30:00.000Z,BMO,HCAP
30947,Madison Square Garden Co,-3.36,-2.0,-68.0,0,EQUITY,2019-11-08T12:30:00.000Z,TAS,MSG
30948,CARBO Ceramics Inc,-0.57,-0.5,-14.0,0,EQUITY,2019-11-08T22:00:05.000Z,TAS,CRR
30949,UTStarcom Holdings Corp,-0.06,-0.05,-20.0,0,EQUITY,2019-11-08T18:30:00.000Z,BMO,UTSI
30950,CIM Commercial Trust Corp,,,,0,EQUITY,2019-11-08T18:30:00.000Z,BMO,CMCTP
30951,Crednology Holding Corp,,,,0,EQUITY,2019-11-08T18:30:00.000Z,BMO,COHO
30952,PEDEVCO Corp,,,,0,EQUITY,2019-11-08T15:59:00.000Z,TNS,PED
30953,FutureFuel Corp,,,,0,EQUITY,2019-11-08T22:20:14.000Z,TAS,FF
30954,CMG Holdings Group Inc,,,,0,EQUITY,2019-11-08T15:59:00.000Z,TNS,CMGO
30955,Entercom Communications Corp,0.29,0.27,7.41,0,EQUITY,2019-11-08T13:00:00.000Z,TAS,ETM
30956,Tonix Pharmaceuticals Holding Corp,-5.69,-4.35,-30.8,0,EQUITY,2019-11-08T21:45:00.000Z,TAS,TNXP
30957,Centrus Energy Corp,,,,0,EQUITY,2019-11-08T13:30:00.000Z,TAS,LEU
30958,US Concrete Inc,1.22,1.27,-3.94,0,EQUITY,2019-11-08T10:55:04.000Z,TAS,USCR
30959,Chicago Rivet & Machine Co,,,,0,EQUITY,2019-11-09T02:00:00.000Z,AMC,CVR
30960,inTest Corp,0.09,0.09,0.0,0,EQUITY,2019-11-09T02:00:00.000Z,AMC,INTT
30961,MMA Capital Holdings Inc,,,,0,EQUITY,2019-11-08T12:30:12.000Z,TAS,MMAC
30962,CARBO Ceramics Inc,,,,0,EQUITY,2019-11-08T22:00:05.000Z,TAS,CRRT
30963,Unit Corp,-0.3,-0.2,-50.0,0,EQUITY,2019-11-08T13:00:00.000Z,TAS,UNT
30964,OFS Capital Corp,0.36,0.36,0.0,0,EQUITY,2019-11-08T13:00:00.000Z,TAS,OFS
30965,General Cannabis Corp,,0.0,,0,EQUITY,2019-11-08T15:59:00.000Z,TNS,CANN
30966,Mexco Energy Corp,,,,0,EQUITY,2019-11-09T02:00:00.000Z,AMC,MXC
30967,Enterprise Diversified Inc,,,,0,EQUITY,2019-11-08T15:59:00.000Z,TNS,SYTE
30968,Essent Group Ltd,1.47,1.38,6.52,0,EQUITY,2019-11-08T11:30:01.000Z,TAS,ESNT
30969,Vertex Energy Inc,-0.09,-0.02,-350.0,0,EQUITY,2019-11-08T14:00:00.000Z,TAS,VTNR
30970,Pingtan Marine Enterprise Ltd,,,,0,EQUITY,2019-11-08T13:00:00.000Z,AMC,PME
30971,Genie Energy Ltd,0.18,0.17,5.88,0,EQUITY,2019-11-08T18:30:00.000Z,BMO,GNE
30972,NGL Energy Partners LP,-1.72,0.16,-1175.0,0,EQUITY,2019-11-08T11:30:00.000Z,TAS,NGL
30973,EVI Industries Inc,,,,0,EQUITY,2019-11-09T02:00:00.000Z,AMC,EVI
30974,Nine Energy Service Inc,-0.22,-0.25,12.0,0,EQUITY,2019-11-08T18:30:00.000Z,BMO,NINE
